C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_50_679.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_50_679.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_50_679.jpg, 0, 0, 0, 7.800007E-05
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_50_780.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_50_780.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_50_780.jpg, 0, 0, 0, 7.988151E-05
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_50_880.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_50_880.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_50_880.jpg, 0, 0, 0, 7.955441E-05
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_50_985.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_50_985.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_50_985.jpg, 0, 0, 0, 7.839001E-05
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_51_088.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_51_088.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_51_088.jpg, 0, 0, 0, 7.887322E-05
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_51_191.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_51_191.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_51_191.jpg, 0, 0, 0, 7.822707E-05
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_51_293.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_51_293.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_51_293.jpg, 0, 0, 0, 7.862136E-05
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_51_396.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_51_396.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_51_396.jpg, 0, 0, 0, 7.846863E-05
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_51_498.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_51_498.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_51_498.jpg, 0, 0, 0, 7.803465E-05
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_51_600.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_51_600.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_51_600.jpg, 0, 0, 0, 7.817695E-05
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_51_704.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_51_704.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_51_704.jpg, 0, 0, 0, 7.806673E-05
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_51_806.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_51_806.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_51_806.jpg, 0, 0, 0, 7.806657E-05
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_51_908.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_51_908.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_51_908.jpg, 0, 0, 0, 8.025891E-05
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_52_008.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_52_008.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_52_008.jpg, 0, 0, 0, 7.790132E-05
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_52_111.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_52_111.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_52_111.jpg, 0, 0, 0, 7.814969E-05
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_52_212.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_52_212.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_52_212.jpg, 0, 0, 0, 7.908985E-05
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_52_314.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_52_314.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_52_314.jpg, 0, 0, 0, 8.109145E-05
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_52_419.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_52_419.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_52_419.jpg, 0, 0.1610118, 0, 0.06825818
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_52_521.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_52_521.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_52_521.jpg, 0, 0.4622313, 0, 0.4572575
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_52_623.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_52_623.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_52_623.jpg, 0, 0.756739, 0, 1.227185
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_52_726.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_52_726.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_52_726.jpg, 0, 1, 0, 2.351039
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_52_826.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_52_826.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_52_826.jpg, -0.0537594, 1, 0, 3.533079
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_52_932.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_52_932.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_52_932.jpg, -0.3504789, 1, 0, 4.68826
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_53_034.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_53_034.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_53_034.jpg, -0.3262743, 1, 0, 5.825125
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_53_136.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_53_136.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_53_136.jpg, 0, 1, 0, 7.198633
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_53_242.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_53_242.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_53_242.jpg, -0.1783692, 1, 0, 8.327332
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_53_346.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_53_346.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_53_346.jpg, -0.4739415, 1, 0, 9.395995
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_53_445.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_53_445.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_53_445.jpg, -0.4168222, 1, 0, 10.45589
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_53_548.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_53_548.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_53_548.jpg, -0.1124362, 1, 0, 11.66372
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_53_650.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_53_650.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_53_650.jpg, 0, 1, 0, 12.44504
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_53_751.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_53_751.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_53_751.jpg, -0.1278396, 1, 0, 13.79034
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_53_862.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_53_862.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_53_862.jpg, -0.2628066, 1, 0, 14.95088
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_53_965.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_53_965.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_53_965.jpg, 0, 1, 0, 15.95355
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_54_067.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_54_067.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_54_067.jpg, 0, 1, 0, 17.05574
C:\Users\darkr\Desktop\car-data\IMG\center_2020_04_18_10_38_54_168.jpg, C:\Users\darkr\Desktop\car-data\IMG\left_2020_04_18_10_38_54_168.jpg, C:\Users\darkr\Desktop\car-data\IMG\right_2020_04_18_10_38_54_168.jpg, -0.0191925, 1, 0, 18.07141
